event_id,access_point_id,access_point_name,zone_id,risk_level,employee_id,timestamp,access_granted,is_anomaly,anomaly_type
EVT-0011015,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0074,2026-07-27 12:36:29,True,False,
EVT-0027846,AP-06,Loading Dock,,medium,EMP-0140,2026-07-27 12:36:51,True,False,
EVT-0030066,AP-07,Emergency Exit - East,,medium,EMP-0086,2026-07-27 12:36:52,True,False,
EVT-0025557,AP-05,Executive Wing Door,ZN-08,medium,EMP-0054,2026-07-27 12:37:17,True,False,
EVT-0011017,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0137,2026-07-27 12:37:37,True,False,
EVT-0002949,AP-01,Main Entrance,ZN-06,low,EMP-0016,2026-07-27 12:37:42,True,False,
EVT-0002948,AP-01,Main Entrance,ZN-06,low,EMP-0016,2026-07-27 12:37:52,True,False,
EVT-0011016,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0030,2026-07-27 12:37:54,True,False,
EVT-0018989,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0070,2026-07-27 12:38:24,True,False,
EVT-0027845,AP-06,Loading Dock,,medium,EMP-0109,2026-07-27 12:38:36,True,False,
EVT-0025558,AP-05,Executive Wing Door,ZN-08,medium,EMP-0041,2026-07-27 12:39:01,True,False,
EVT-0030067,AP-07,Emergency Exit - East,,medium,EMP-0075,2026-07-27 12:39:47,True,False,
EVT-0025561,AP-05,Executive Wing Door,ZN-08,medium,EMP-0040,2026-07-27 12:40:07,True,False,
EVT-0011018,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0114,2026-07-27 12:41:18,True,False,
EVT-0018991,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0131,2026-07-27 12:42:16,True,False,
EVT-0025560,AP-05,Executive Wing Door,ZN-08,medium,EMP-0031,2026-07-27 12:42:52,True,False,
EVT-0011019,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0033,2026-07-27 12:43:07,True,False,
EVT-0002950,AP-01,Main Entrance,ZN-06,low,EMP-0055,2026-07-27 12:43:09,True,False,
EVT-0011021,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0048,2026-07-27 12:43:35,True,False,
EVT-0018993,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0120,2026-07-27 12:44:05,True,False,
EVT-0011020,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0038,2026-07-27 12:44:16,True,False,
EVT-0025559,AP-05,Executive Wing Door,ZN-08,medium,EMP-0094,2026-07-27 12:44:24,True,False,
EVT-0018992,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0024,2026-07-27 12:44:43,True,False,
EVT-0011026,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0136,2026-07-27 12:45:09,True,False,
EVT-0011022,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0067,2026-07-27 12:45:21,True,False,
EVT-0018995,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0041,2026-07-27 12:45:35,True,False,
EVT-0030068,AP-07,Emergency Exit - East,,medium,EMP-0057,2026-07-27 12:46:13,True,False,
EVT-0011023,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0080,2026-07-27 12:46:46,True,False,
EVT-0002951,AP-01,Main Entrance,ZN-06,low,EMP-0076,2026-07-27 12:47:00,True,False,
EVT-0018994,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0007,2026-07-27 12:47:15,True,False,
EVT-0011024,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0044,2026-07-27 12:47:22,True,False,
EVT-0027847,AP-06,Loading Dock,,medium,EMP-0138,2026-07-27 12:47:51,True,False,
EVT-0018997,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0130,2026-07-27 12:47:52,True,False,
EVT-0018999,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0008,2026-07-27 12:48:42,True,False,
EVT-0002953,AP-01,Main Entrance,ZN-06,low,EMP-0035,2026-07-27 12:49:11,True,False,
EVT-0002952,AP-01,Main Entrance,ZN-06,low,EMP-0123,2026-07-27 12:49:20,True,False,
EVT-0011025,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0072,2026-07-27 12:49:40,True,False,
EVT-0018996,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0094,2026-07-27 12:49:51,True,False,
EVT-0018998,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0122,2026-07-27 12:49:55,True,False,
EVT-0025562,AP-05,Executive Wing Door,ZN-08,medium,EMP-0095,2026-07-27 12:49:59,True,False,
EVT-0011029,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0086,2026-07-27 12:50:07,True,False,
EVT-0019000,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0006,2026-07-27 12:50:29,True,False,
EVT-0030070,AP-07,Emergency Exit - East,,medium,EMP-0051,2026-07-27 12:51:35,True,False,
EVT-0011030,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0043,2026-07-27 12:51:37,True,False,
EVT-0030069,AP-07,Emergency Exit - East,,medium,EMP-0066,2026-07-27 12:51:49,True,False,
EVT-0011027,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0086,2026-07-27 12:52:21,True,False,
EVT-0002956,AP-01,Main Entrance,ZN-06,low,EMP-0093,2026-07-27 12:52:23,True,False,
EVT-0027848,AP-06,Loading Dock,,medium,EMP-0039,2026-07-27 12:52:36,True,False,
EVT-0019001,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0061,2026-07-27 12:53:51,True,False,
EVT-0002954,AP-01,Main Entrance,ZN-06,low,EMP-0033,2026-07-27 12:53:52,True,False,
EVT-0002955,AP-01,Main Entrance,ZN-06,low,EMP-0061,2026-07-27 12:54:00,True,False,
EVT-0011028,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0050,2026-07-27 12:54:07,True,False,
EVT-0011032,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0082,2026-07-27 12:55:04,True,False,
EVT-0024464,AP-04,Server Room Door,ZN-07,high,EMP-0052,2026-07-27 12:55:29,False,True,unauthorized_restricted_zone_access
EVT-0027849,AP-06,Loading Dock,,medium,EMP-0125,2026-07-27 12:56:05,True,False,
EVT-0019002,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0105,2026-07-27 12:56:22,True,False,
EVT-0019004,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0042,2026-07-27 12:56:40,True,False,
EVT-0011033,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0107,2026-07-27 12:57:10,True,False,
EVT-0011031,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0028,2026-07-27 12:57:34,True,False,
EVT-0011036,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0039,2026-07-27 12:57:57,True,False,
EVT-0019003,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0005,2026-07-27 12:58:00,True,False,
EVT-0011034,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0051,2026-07-27 12:58:02,True,False,
EVT-0002957,AP-01,Main Entrance,ZN-06,low,EMP-0007,2026-07-27 12:58:18,True,False,
EVT-0011035,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0088,2026-07-27 12:59:54,True,False,
EVT-0002962,AP-01,Main Entrance,ZN-06,low,EMP-0133,2026-07-27 13:00:38,True,False,
EVT-0002960,AP-01,Main Entrance,ZN-06,low,EMP-0124,2026-07-27 13:00:54,True,False,
EVT-0024465,AP-04,Server Room Door,ZN-07,high,EMP-0047,2026-07-27 13:01:09,False,True,unauthorized_restricted_zone_access
EVT-0030071,AP-07,Emergency Exit - East,,medium,EMP-0080,2026-07-27 13:02:56,True,False,
EVT-0011038,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0006,2026-07-27 13:02:57,True,False,
EVT-0025563,AP-05,Executive Wing Door,ZN-08,medium,EMP-0095,2026-07-27 13:03:10,True,False,
EVT-0002958,AP-01,Main Entrance,ZN-06,low,EMP-0124,2026-07-27 13:03:24,True,False,
EVT-0002961,AP-01,Main Entrance,ZN-06,low,EMP-0049,2026-07-27 13:03:58,True,False,
EVT-0002959,AP-01,Main Entrance,ZN-06,low,EMP-0025,2026-07-27 13:04:20,True,False,
EVT-0011037,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0104,2026-07-27 13:04:54,True,False,
EVT-0019007,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0128,2026-07-27 13:05:21,True,False,
EVT-0027852,AP-06,Loading Dock,,medium,EMP-0042,2026-07-27 13:05:33,True,False,
EVT-0002966,AP-01,Main Entrance,ZN-06,low,EMP-0004,2026-07-27 13:05:43,True,False,
EVT-0027850,AP-06,Loading Dock,,medium,EMP-0059,2026-07-27 13:05:45,True,False,
EVT-0002964,AP-01,Main Entrance,ZN-06,low,EMP-0111,2026-07-27 13:06:23,True,False,
EVT-0025564,AP-05,Executive Wing Door,ZN-08,medium,EMP-0080,2026-07-27 13:06:54,True,False,
EVT-0019006,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0043,2026-07-27 13:07:11,True,False,
EVT-0019008,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0006,2026-07-27 13:07:38,True,False,
EVT-0002965,AP-01,Main Entrance,ZN-06,low,EMP-0100,2026-07-27 13:07:46,True,False,
EVT-0002963,AP-01,Main Entrance,ZN-06,low,EMP-0022,2026-07-27 13:08:25,True,False,
EVT-0011039,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0015,2026-07-27 13:08:34,True,False,
EVT-0019005,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0053,2026-07-27 13:08:49,True,False,
EVT-0027851,AP-06,Loading Dock,,medium,EMP-0057,2026-07-27 13:08:58,True,False,
EVT-0011041,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0116,2026-07-27 13:09:45,False,False,
EVT-0011040,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0008,2026-07-27 13:09:46,True,False,
EVT-0011043,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0073,2026-07-27 13:10:11,True,False,
EVT-0011045,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0074,2026-07-27 13:10:13,True,False,
EVT-0002967,AP-01,Main Entrance,ZN-06,low,EMP-0124,2026-07-27 13:10:51,True,False,
EVT-0011044,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0006,2026-07-27 13:11:02,True,False,
EVT-0027853,AP-06,Loading Dock,,medium,EMP-0042,2026-07-27 13:11:12,True,False,
EVT-0030072,AP-07,Emergency Exit - East,,medium,EMP-0060,2026-07-27 13:11:17,False,False,
EVT-0027854,AP-06,Loading Dock,,medium,EMP-0053,2026-07-27 13:11:54,True,False,
EVT-0011042,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0048,2026-07-27 13:13:48,True,False,
EVT-0025565,AP-05,Executive Wing Door,ZN-08,medium,EMP-0060,2026-07-27 13:14:59,True,False,
EVT-0011046,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0088,2026-07-27 13:15:13,True,False,
EVT-0002969,AP-01,Main Entrance,ZN-06,low,EMP-0099,2026-07-27 13:15:41,True,False,
EVT-0019009,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0135,2026-07-27 13:15:47,True,False,
EVT-0019011,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0027,2026-07-27 13:15:54,True,False,
EVT-0002976,AP-01,Main Entrance,ZN-06,low,EMP-0136,2026-07-27 13:15:56,False,False,
EVT-0002975,AP-01,Main Entrance,ZN-06,low,EMP-0083,2026-07-27 13:16:15,True,False,
EVT-0011047,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0037,2026-07-27 13:16:55,True,False,
EVT-0002971,AP-01,Main Entrance,ZN-06,low,EMP-0134,2026-07-27 13:17:06,True,False,
EVT-0030073,AP-07,Emergency Exit - East,,medium,EMP-0047,2026-07-27 13:17:14,True,False,
EVT-0011048,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0116,2026-07-27 13:17:39,True,False,
EVT-0019012,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0014,2026-07-27 13:17:42,True,False,
EVT-0002968,AP-01,Main Entrance,ZN-06,low,EMP-0052,2026-07-27 13:17:57,True,False,
EVT-0002977,AP-01,Main Entrance,ZN-06,low,EMP-0083,2026-07-27 13:18:08,True,False,
EVT-0002972,AP-01,Main Entrance,ZN-06,low,EMP-0035,2026-07-27 13:18:19,True,False,
EVT-0002974,AP-01,Main Entrance,ZN-06,low,EMP-0092,2026-07-27 13:18:23,True,False,
EVT-0019010,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0022,2026-07-27 13:18:47,True,False,
EVT-0002970,AP-01,Main Entrance,ZN-06,low,EMP-0010,2026-07-27 13:19:24,True,False,
EVT-0002973,AP-01,Main Entrance,ZN-06,low,EMP-0042,2026-07-27 13:19:26,True,False,
EVT-0025566,AP-05,Executive Wing Door,ZN-08,medium,EMP-0017,2026-07-27 13:19:45,True,False,
EVT-0011049,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0106,2026-07-27 13:20:40,True,False,
EVT-0030077,AP-07,Emergency Exit - East,,medium,EMP-0060,2026-07-27 13:21:06,True,False,
EVT-0030074,AP-07,Emergency Exit - East,,medium,EMP-0103,2026-07-27 13:21:40,True,False,
EVT-0019019,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0073,2026-07-27 13:21:41,True,False,
EVT-0002980,AP-01,Main Entrance,ZN-06,low,EMP-0085,2026-07-27 13:21:43,True,False,
EVT-0030076,AP-07,Emergency Exit - East,,medium,EMP-0065,2026-07-27 13:21:45,True,False,
EVT-0002978,AP-01,Main Entrance,ZN-06,low,EMP-0031,2026-07-27 13:21:58,True,False,
EVT-0019017,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0101,2026-07-27 13:22:02,True,False,
EVT-0019013,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0097,2026-07-27 13:22:12,True,False,
EVT-0019015,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0093,2026-07-27 13:22:46,True,False,
EVT-0030075,AP-07,Emergency Exit - East,,medium,EMP-0073,2026-07-27 13:23:13,True,False,
EVT-0019018,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0105,2026-07-27 13:23:36,True,False,
EVT-0002979,AP-01,Main Entrance,ZN-06,low,EMP-0109,2026-07-27 13:23:49,True,False,
EVT-0019014,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0028,2026-07-27 13:23:55,True,False,
EVT-0019016,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0069,2026-07-27 13:24:34,True,False,
EVT-0019020,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0064,2026-07-27 13:25:22,True,False,
EVT-0002985,AP-01,Main Entrance,ZN-06,low,EMP-0040,2026-07-27 13:25:42,True,False,
EVT-0002984,AP-01,Main Entrance,ZN-06,low,EMP-0097,2026-07-27 13:25:48,True,False,
EVT-0002981,AP-01,Main Entrance,ZN-06,low,EMP-0135,2026-07-27 13:25:49,True,False,
EVT-0002983,AP-01,Main Entrance,ZN-06,low,EMP-0057,2026-07-27 13:26:12,True,False,
EVT-0011050,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0008,2026-07-27 13:27:08,True,False,
EVT-0002986,AP-01,Main Entrance,ZN-06,low,EMP-0083,2026-07-27 13:27:20,True,False,
EVT-0002987,AP-01,Main Entrance,ZN-06,low,EMP-0122,2026-07-27 13:27:34,True,False,
EVT-0002982,AP-01,Main Entrance,ZN-06,low,EMP-0030,2026-07-27 13:28:48,True,False,
EVT-0019021,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0021,2026-07-27 13:28:50,True,False,
EVT-0019022,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0132,2026-07-27 13:28:53,True,False,
EVT-0025567,AP-05,Executive Wing Door,ZN-08,medium,EMP-0080,2026-07-27 13:28:56,True,False,
EVT-0019023,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0057,2026-07-27 13:29:12,True,False,
EVT-0002989,AP-01,Main Entrance,ZN-06,low,EMP-0033,2026-07-27 13:30:16,True,False,
EVT-0019024,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0050,2026-07-27 13:30:20,True,False,
EVT-0025568,AP-05,Executive Wing Door,ZN-08,medium,EMP-0115,2026-07-27 13:30:23,True,False,
EVT-0002988,AP-01,Main Entrance,ZN-06,low,EMP-0002,2026-07-27 13:30:50,True,False,
EVT-0011052,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0011,2026-07-27 13:31:08,True,False,
EVT-0027855,AP-06,Loading Dock,,medium,EMP-0137,2026-07-27 13:31:09,True,False,
EVT-0011051,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0119,2026-07-27 13:33:47,True,False,
EVT-0002990,AP-01,Main Entrance,ZN-06,low,EMP-0033,2026-07-27 13:34:17,True,False,
EVT-0027856,AP-06,Loading Dock,,medium,EMP-0083,2026-07-27 13:34:30,True,False,
EVT-0011053,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0079,2026-07-27 13:35:21,True,False,
EVT-0011055,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0090,2026-07-27 13:35:28,True,False,
EVT-0011056,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0100,2026-07-27 13:35:29,True,False,
EVT-0030078,AP-07,Emergency Exit - East,,medium,EMP-0065,2026-07-27 13:36:16,True,False,
EVT-0011057,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0082,2026-07-27 13:36:25,True,False,
EVT-0002992,AP-01,Main Entrance,ZN-06,low,EMP-0042,2026-07-27 13:36:39,False,False,
EVT-0002994,AP-01,Main Entrance,ZN-06,low,EMP-0126,2026-07-27 13:36:58,True,False,
EVT-0019026,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0114,2026-07-27 13:38:07,True,False,
EVT-0027858,AP-06,Loading Dock,,medium,EMP-0027,2026-07-27 13:38:09,True,False,
EVT-0027857,AP-06,Loading Dock,,medium,EMP-0089,2026-07-27 13:38:15,True,False,
EVT-0027861,AP-06,Loading Dock,,medium,EMP-0062,2026-07-27 13:38:32,True,False,
EVT-0002995,AP-01,Main Entrance,ZN-06,low,EMP-0023,2026-07-27 13:38:32,True,False,
EVT-0027859,AP-06,Loading Dock,,medium,EMP-0023,2026-07-27 13:38:50,True,False,
EVT-0002993,AP-01,Main Entrance,ZN-06,low,EMP-0006,2026-07-27 13:39:10,True,False,
EVT-0002991,AP-01,Main Entrance,ZN-06,low,EMP-0047,2026-07-27 13:39:22,True,False,
EVT-0011054,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0013,2026-07-27 13:39:23,True,False,
EVT-0019025,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0075,2026-07-27 13:39:26,True,False,
EVT-0019027,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0117,2026-07-27 13:39:32,True,False,
EVT-0027860,AP-06,Loading Dock,,medium,EMP-0026,2026-07-27 13:39:59,True,False,
EVT-0019028,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0081,2026-07-27 13:40:00,True,False,
EVT-0027862,AP-06,Loading Dock,,medium,EMP-0124,2026-07-27 13:40:07,True,False,
EVT-0019032,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0116,2026-07-27 13:40:15,True,False,
EVT-0019033,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0066,2026-07-27 13:40:25,True,False,
EVT-0019029,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0096,2026-07-27 13:40:33,True,False,
EVT-0011061,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0047,2026-07-27 13:40:52,True,False,
EVT-0011058,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0040,2026-07-27 13:40:53,True,False,
EVT-0011060,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0029,2026-07-27 13:41:01,True,False,
EVT-0019031,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0008,2026-07-27 13:41:39,True,False,
EVT-0002998,AP-01,Main Entrance,ZN-06,low,EMP-0042,2026-07-27 13:41:45,False,False,
EVT-0030080,AP-07,Emergency Exit - East,,medium,EMP-0102,2026-07-27 13:41:53,True,False,
EVT-0019030,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0086,2026-07-27 13:42:13,True,False,
EVT-0019034,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0122,2026-07-27 13:42:43,True,False,
EVT-0002999,AP-01,Main Entrance,ZN-06,low,EMP-0001,2026-07-27 13:42:43,True,False,
EVT-0011059,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0017,2026-07-27 13:42:51,True,False,
EVT-0002996,AP-01,Main Entrance,ZN-06,low,EMP-0122,2026-07-27 13:43:16,True,False,
EVT-0027863,AP-06,Loading Dock,,medium,EMP-0139,2026-07-27 13:43:30,True,False,
EVT-0030079,AP-07,Emergency Exit - East,,medium,EMP-0101,2026-07-27 13:43:45,True,False,
EVT-0002997,AP-01,Main Entrance,ZN-06,low,EMP-0017,2026-07-27 13:44:16,True,False,
EVT-0011063,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0019,2026-07-27 13:45:01,True,False,
EVT-0025570,AP-05,Executive Wing Door,ZN-08,medium,EMP-0028,2026-07-27 13:45:20,True,False,
EVT-0019035,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0032,2026-07-27 13:45:27,True,False,
EVT-0011066,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0103,2026-07-27 13:45:37,True,False,
EVT-0019038,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0137,2026-07-27 13:45:38,True,False,
EVT-0025569,AP-05,Executive Wing Door,ZN-08,medium,EMP-0129,2026-07-27 13:45:54,True,False,
EVT-0003000,AP-01,Main Entrance,ZN-06,low,EMP-0056,2026-07-27 13:46:22,True,False,
EVT-0011070,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0133,2026-07-27 13:46:22,True,False,
EVT-0011064,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0106,2026-07-27 13:46:31,True,False,
EVT-0011065,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0050,2026-07-27 13:47:26,True,False,
EVT-0003001,AP-01,Main Entrance,ZN-06,low,EMP-0010,2026-07-27 13:48:13,True,False,
EVT-0019036,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0068,2026-07-27 13:48:28,True,False,
EVT-0011062,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0127,2026-07-27 13:48:29,True,False,
EVT-0011069,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0082,2026-07-27 13:48:41,True,False,
EVT-0011067,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0045,2026-07-27 13:48:44,True,False,
EVT-0030081,AP-07,Emergency Exit - East,,medium,EMP-0082,2026-07-27 13:49:07,True,False,
EVT-0019037,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0049,2026-07-27 13:49:16,True,False,
EVT-0011068,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0015,2026-07-27 13:49:28,True,False,
EVT-0003002,AP-01,Main Entrance,ZN-06,low,EMP-0120,2026-07-27 13:49:41,True,False,
EVT-0025571,AP-05,Executive Wing Door,ZN-08,medium,EMP-0094,2026-07-27 13:50:45,True,False,
EVT-0011073,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0058,2026-07-27 13:50:55,True,False,
EVT-0003005,AP-01,Main Entrance,ZN-06,low,EMP-0015,2026-07-27 13:51:02,True,False,
EVT-0019039,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0109,2026-07-27 13:51:06,True,False,
EVT-0003003,AP-01,Main Entrance,ZN-06,low,EMP-0013,2026-07-27 13:51:17,True,False,
EVT-0011072,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0044,2026-07-27 13:51:37,True,False,
EVT-0019042,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0127,2026-07-27 13:52:09,True,False,
EVT-0003004,AP-01,Main Entrance,ZN-06,low,EMP-0134,2026-07-27 13:52:35,True,False,
EVT-0003007,AP-01,Main Entrance,ZN-06,low,EMP-0001,2026-07-27 13:52:38,True,False,
EVT-0019041,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0057,2026-07-27 13:53:17,True,False,
EVT-0003006,AP-01,Main Entrance,ZN-06,low,EMP-0038,2026-07-27 13:53:55,True,False,
EVT-0011071,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0069,2026-07-27 13:54:21,True,False,
EVT-0027864,AP-06,Loading Dock,,medium,EMP-0081,2026-07-27 13:54:26,True,False,
EVT-0003008,AP-01,Main Entrance,ZN-06,low,EMP-0019,2026-07-27 13:54:33,True,False,
EVT-0019040,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0089,2026-07-27 13:54:42,True,False,
EVT-0019045,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0039,2026-07-27 13:55:11,True,False,
EVT-0027866,AP-06,Loading Dock,,medium,EMP-0058,2026-07-27 13:55:27,True,False,
EVT-0011075,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0079,2026-07-27 13:55:51,True,False,
EVT-0003010,AP-01,Main Entrance,ZN-06,low,EMP-0020,2026-07-27 13:56:23,True,False,
EVT-0019046,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0071,2026-07-27 13:56:23,True,False,
EVT-0027865,AP-06,Loading Dock,,medium,EMP-0043,2026-07-27 13:56:24,True,False,
EVT-0019043,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0086,2026-07-27 13:56:44,True,False,
EVT-0027867,AP-06,Loading Dock,,medium,EMP-0065,2026-07-27 13:56:55,True,False,
EVT-0011080,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0133,2026-07-27 13:57:37,True,False,
EVT-0011078,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0134,2026-07-27 13:58:17,True,False,
EVT-0019044,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0009,2026-07-27 13:58:18,True,False,
EVT-0011079,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0029,2026-07-27 13:58:19,True,False,
EVT-0011077,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0132,2026-07-27 13:58:41,True,False,
EVT-0011076,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0127,2026-07-27 13:58:43,True,False,
EVT-0011074,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0097,2026-07-27 13:59:34,True,False,
EVT-0003009,AP-01,Main Entrance,ZN-06,low,EMP-0052,2026-07-27 13:59:54,True,False,
EVT-0003012,AP-01,Main Entrance,ZN-06,low,EMP-0049,2026-07-27 14:00:15,True,False,
EVT-0011082,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0010,2026-07-27 14:00:48,False,False,
EVT-0019047,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0061,2026-07-27 14:01:03,True,False,
EVT-0003011,AP-01,Main Entrance,ZN-06,low,EMP-0080,2026-07-27 14:01:37,True,False,
EVT-0019048,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0047,2026-07-27 14:02:09,True,False,
EVT-0019051,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0023,2026-07-27 14:02:45,True,False,
EVT-0019049,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0075,2026-07-27 14:03:03,True,False,
